"companyName","description","id","location","postedTime","publishedAt","salary","sector","title"
"SR2 | Socially Responsible Recruitment | Certified B Corporation™","Our client is seeking an experienced AI Researcher to join their team in Berlin. This role is focused on building and deploying machine learning models in production environments, with a small but meaningful emphasis on applied research.







The AI Researcher will lead efforts in training, testing, validating, and deploying a wide range of machine learning models. Around 15% of the role will involve research into new approaches or refining techniques, with the remaining time focused on practical development and integration.




Responsibilities

 * Build and deploy ML/AI models for production use
 * Own the end-to-end development lifecycle: data preparation, experimentation, validation, deployment, and monitoring
 * Collaborate with engineering teams to ensure robust, scalable integration
 * Contribute to internal tooling and infrastructure to streamline model workflows
 * Monitor and improve model performance over time




Requirements

 * Strong experience delivering ML/AI models in a commercial or product-focused setting (academic backgrounds will not be considered)
 * Background as an AI Researcher, ML Engineer, or Data Scientist with applied development experience
 * Proficiency in Python and modern ML frameworks (e.g., PyTorch, TensorFlow, scikit-learn)
 * Experience with production deployment tools (e.g., Docker, APIs, cloud environments)
 * Solid understanding of machine learning evaluation and monitoring in real-world systems
 * Experience with recommendation systems or search-related applications is a plus




Offer

 * Hybrid working model (Berlin-based)
 * Competitive salary and benefits
 * Opportunity to work on applied AI challenges with real-world impact
 * Clear path to technical ownership and growth within the team

","4263254542","Berlin, Germany","2 hours ago","2025-07-07","","Software Development","Senior AI Researcher"
"natif.ai","Deine Aufgaben

Als Machine Learning Engineer (m/w/d) Bei Natif.ai Spielst Du Eine Entscheidende Rolle Bei Der Weiterentwicklung Unserer Technologie Zur Intelligenten Dokumentenverarbeitung. Du Nutzt 15 Petaflops Rechenleistung, Um Deine Innovationen Voranzutreiben. Du Verfolgst Die Neuesten Forschungstrends Und Musst Dir Dabei Keine Gedanken Über Datenbeschränkungen Bei Unseren Massiven, Hochwertigen Datensätzen Machen. Zu Deinen Hauptaufgaben Gehören


 * Du trainierst und verfeinerst neuronale Netze und verschiebst dabei die Grenzen dessen, was die KI im Bereich der Dokumentenautomatisierung leisten kann
 * Du arbeitest direkt am Kern unserer Technologie zur automatisierten Dokumentenverarbeitung, die auf Computer Vision und Natural Language Processing basiert
 * Du hältst Dich über die neuesten Trends im Bereich Machine Learning auf dem Laufenden und implementierst und verbesserst unsere hochmodernen Modelle
 * Du arbeitest in einem funktionsübergreifenden Team und treibst die Entwicklung neuer Produkte und Features von der Konzeption bis hin zur Einführung voran
   
   

Dein Profil


 * Du hast einen Abschluss in Mathematik, Statistik, Physik, Informatik oder einem verwandten Studiengang; eine Promotion ist ein Plus
 * Du verfügst über nachweisliche Erfolge bei der Bereitstellung von Machine Learning Lösungen, insbesondere im Bereich Computer Vision, und Du besitzt ein umfassendes Verständnis von Deep-Learning-Architekturen (CNNs, Diffusionsmodelle, Transformatoren)
 * Du verfügst über ein großen Wissen im Bereich der Softwareentwicklung und Du hast sehr gute Python-Kenntnisse
 * Du hast bereits praktische Erfahrung mit gängigen Machine Learning Bibliotheken und Frameworks wie PyTorch und/oder TensorFlow, OpenCV, NumPy, HuggingFace, etc. gesammelt
 * Du kannst sowohl eigenständig als auch im Team arbeiten, Du bist aufgeschlossen und bereit, mit uns die Grenzen von unserer KI weiter zu verschieben
 * Du sprichst fließend Deutsch und/oder Englisch
   
   

Warum wir?


 * Innovation erleben: Werde Teil eines innovativen Unternehmens, dessen Ziel es ist, Marktführer im Bereich KI-gestützter Dokumentenautomatisierung zu werden
 * Abwechslungsreiche Aufgaben: Arbeite an vielfältigen Aufgaben, spannenden Herausforderungen und innovativen Projekten in einer schnell wachsenden Organisation
 * Kreativität entfalten: Genieße eine große Freiheit zur Entfaltung Deiner kreativen Ideen und arbeite direkt mit wichtigen Entscheidungsträgern und KI-Experten zusammen
 * Mitgestalten: Bringe Deine eigenen Ideen ein und gestalte gemeinsam mit uns die Zukunft des Unternehmens
 * Weiterentwicklung: Wir streben nach Exzellenz in allem, was wir tun, und somit möchten wir Dir auch eine exzellente persönliche und berufliche Weiterentwicklung ermöglichen
 * Offene Unternehmenskultur: Arbeite in einer offenen Unternehmenskultur mit flachen Hierarchien und einem diversen, interdisziplinären Team
 * Attraktive Vergütung: Profitiere von einem wettbewerbsfähigen Gehaltspaket, regelmäßigen Teamveranstaltungen und einer Vielzahl weiterer Vorteile
 * Work-Life-Balance: Wir legen großen Wert auf die Balance zwischen Beruf und Privatleben. Flexible Arbeitszeiten und die Möglichkeit zum Arbeiten aus dem Homeoffice garantieren diese Balance
   
   

Kontaktinformationen

Deine Ansprechpartnerin

Charlotte Risch

Human Resources

charlotte.risch@natif.ai

+49 160 819 71 58

Über uns

Wir von natif.ai haben es uns zur Aufgabe gemacht, die Arbeit von Tausenden von Beschäftigten zu vereinfachen. Schon heute verarbeitet unsere KI Millionen von Dokumenten pro Monat und hilft somit unseren Kunden, Zeit und Geld einzusparen, indem sie Dokumentenverarbeitungsprozesse automatisiert, Fehler reduziert und die Produktivität steigert. Unsere Vision ist es, dass irgendwann überhaupt keine Dokumente mehr manuell bearbeitet werden müssen. Unser Ziel ist es daher, diese KI-Revolution als eins der innovativsten Unternehmen auf diesem Gebiet voranzutreiben. Komplexe Workflows, hochmoderne KI-Technologien und Active Learning mit nur wenigen Zeilen Code, sofort einsatzbereit - das ist unser Produktversprechen. Ein tolles Team, viel Platz für Deine eigenen Ideen, hohe Flexibilität und eine gute Work-Life-Balance, kombiniert mit jeder Menge Spaß - das ist unser Versprechen an unsere Mitarbeiter:innen.

Du willst uns auf unserer Mission begleiten? Dann bewirb Dich jetzt und werde Teil unseres Teams!","3996395665","Saarbrücken, Saarland, Germany","11 months ago","2024-08-09","","Software Development","Machine Learning Engineer (m/w/d)"
"Lamda E-Electronics P.C","Our Company

Dealista.com: 1st Biggest Marketplace in Greece with more than 10 million products from all categories/niches (apparel, gadgets, smartphones, appliances etc).


 * B2C & B2B Website & Mobile APP
   
   

Our Tech Stack

Our platform is built with :


 * Bagisto (Bagisto is an opensource laravel eCommerce framework built on some of the hottest technologies such as Laravel (a PHP framework) and Vue.js a progressive Javascript framework)
 * Unopim
 * Azure Cloud
   
   

What We're Looking For

So, we are looking for either an co-founder with equity % on the company OR an general experienced Ecommerce Manager with BASIC technical background on Web development, e-Commerce management, Marketplaces, AI and Marketing solutions

Role of Candidate


 * He checks an list of all available new AI tools and marketing automations platforms like Active campaign etc and the goal is to automate the website as much as possible
   
   

Requirements


 * Creating and manage accounts on multiple marketplaces (ebay, amazon, Skroutz, emag etc)
 * Coordinating with Suppliers to get Product catalog information through XML,CSV or API and communicate with web developer for the implementation of integration
 * Designing and maintaining a consistent structure of categories, attributes, and filters for the entire product catalog using PIM automation tools (akeneo etc)
 * Monitoring the quality of product feeds and recommending improvements in integration systems (API, ERP, PIM)
 * Project management in the Product Catalog area
 * Creating and enforcing data quality standards (formats, length of descriptions, compliance with specifications)
 * Preparing analyses and reports on category development and preparing business recommendations based on the collected data
 * Working with front-end and back-end developers on projects
 * Research / compare/ choose tools for Automations : Data integration with 100+ marketplaces (like channelengine.com), AI-Marketing Solutions,
 * Payment gateaways, Data mapping AI categorization (PIM tools), category tree and structure etc
 * CRO tactics for increasing revenue and Lifetime Value of customer
   
   

Basic Responsibilities


 * Ecommerce Management (preferably on Marketplace Goods Industry)
 * AI & Marketing Solutions & Automations Tools
 * Basic Web Development knowledge and Basic UI/UX design
   
   

You are a match if


 * You are excited about marketplaces in ecommerce industry
 * You Like use AI , modern web technologies, AI tools, marketing automations
 * You are analytical/researcher and problem-solving
 * You enjoy startup environment,taking ownership, and love turning ideas into reality.
   
   

Benefits


 * Net profit share revenue system / Bonus structure / Co-founder with equity % on the shares of company
 * Flexible work option, Full time dedicated
 * A chance to work on a Startup project in which ""sky is the limit""","4258201926","Germany","3 weeks ago","2025-06-14","€70,000.00/yr - €100,000.00/yr","IT Services and IT Consulting","Co-Founder/Partner for Marketplace Startup"
"Cognitive Group | Part of the Focus Cloud Group","AI Engineer for Intelligent Automation (Microsoft Stack)




Project Duration: 6 months (with potential for extension)

Location: Berlin, Germany (remote)

Start: Early May




Project Description:

I am looking for a highly skilled freelance AI Engineer to design and develop intelligent solutions leveraging Microsoft technologies.




Strong background in machine learning, data science, and cloud-based deployment, with hands-on experience in the Microsoft ecosystem including Azure AI services, Power Platform, and Microsoft ML tools.




Scope of Work:

 * Design, train, and deploy machine learning models for business-specific use cases (e.g., predictive analytics, natural language processing, anomaly detection).
 * Integrate AI models into Microsoft-based applications using Azure Machine Learning, Power BI, and Power Apps.
 * Build and optimise data pipelines using Azure Data Factory, Azure Synapse Analytics, and Databricks
 * Develop and manage APIs for model consumption via Azure Functions or Logic Apps.
 * Implement monitoring, versioning, and CI/CD for ML models using Azure DevOps.
 * Collaborate with stakeholders to gather requirements and deliver actionable insights.




Required Skills:

 * Proficiency in Python and ML libraries (scikit-learn, PyTorch, TensorFlow).
 * Experience with Azure Machine Learning Studio, Cognitive Services, and Power Platform.
 * Strong grasp of data processing in Azure Data Lake, SQL Server, or Synapse.




Preferred:

 * Microsoft Certified: Azure AI Engineer Associate or Data Scientist Associate.
 * Experience working in Agile environments.","4254304234","Germany","1 week ago","2025-06-25","","Financial Services, Software Development, and Insurance","AI Engineer - freelance"
"Neurons Lab","About The Project

We have multiple projects in the FSI industry—banking, insurance, and asset management—with use cases related to front-office optimization, such as customer support and call centers using chatbots and voice solutions. We also handle back-office optimization, like document workflow and OCR-related automations.

Objective + KPI


 * Ensure deploying developed in-house AI and solutions on 80% of the projects
 * Maintain customer satisfaction index (CSI) at 100%
   
   

Areas of Responsibility


 * Fully independent implementation of generative AI and LLM-based solutions end-to-end for financial services clients
 * Designing and building AI agents for banking, insurance, and asset management customer support (text and voice)
 * Creating intelligent call center solutions that combine LLMs with voice technologies
 * Developing document processing workflows for financial documents using multimodal LLMs
 * Implementing emotional intelligence capabilities in AI agents for improved customer interactions
   
   

Skills


 * Hands-on machine learning and engineering with:
    * AWS AI/ML stack (Bedrock, SageMaker, Lambda, Comprehend, Connect)
    * LLM frameworks (Anthropic Claude, LangChain, LlamaIndex)
    * Voice and conversational AI solutions for financial services

 * Hands-on machine learning models debugging:
    * AWS CloudWatch and SageMaker debugging tools
    * Experimentation frameworks (SageMaker Experiments, W&B)
    * Call center AI agent optimization and evaluation

 * Advanced English (written and verbal)
 * Comprehensive documentation development
   
   

Knowledge


 * In-depth machine learning knowledge with specialization in conversational AI and document processing
 * In-depth knowledge of AWS AI/ML services and best practices for financial services
 * Expert in at least one specific GenAI technology:
    * Conversational AI agents for call centers
    * Emotional intelligence in AI systems
    * Document processing with multimodal LLMs
    * Voice synthesis and analysis

 * Domain expertise in financial services:
    * Call center and customer support operations in banking/insurance
    * Financial document workflows and processing requirements
    * Compliance requirements for customer interactions (GDPR, MiFID II, DPA)
    * Risk assessment and customer service protocols
      

Experience


 * 3+ years of professional experience in banks, insurance companies, asset management firms, or financial technology service providers
 * 2+ years of specific experience building GenAI solutions for financial services customer interactions
 * Demonstrated success implementing AWS AI/ML solutions in production environments
 * Experience with call center technologies and voice-based AI systems
 * Independent contractor experience (>2 projects >10k)
 * Bachelor's degree in Mathematics / Computer Science / Statistics or related fields (>4 years)
   
   ","4211490521","Germany","2 months ago","2025-04-16","","IT Services and IT Consulting","AI Engineer (FSI)"
"WASTEER","At Wasteer, we’re pioneering AI-driven solutions to revolutionize waste management. Our goal is to turn waste into a resource through innovative digital platforms, empowering the shift to a circular economy. Backed by NEEW Ventures, we have the expertise and resources to make a lasting impact.


We’re looking for a passionate Machine Learning Engineer to join our team in Berlin. If you’re excited about integrating AI/ML systems into real-world applications and delivering exceptional results, we want to hear from you.


Tasks


What you'll do


   
   
 * Develop and integrate AI/ML systems to optimize processes in waste management.
   
   
 * Manage the full lifecycle of machine learning models, from development to deployment, using ML Ops tools.
   
   
 * Design and maintain RESTful APIs for seamless interaction with AI systems.
   
   
 * Work with large datasets to create innovative, scalable solutions.
   
   
 * Collaborate with developers and product managers to align AI solutions with business goals.
   
   


Requirements


What we're looking for


   
   
 * Skills: Proficiency in Python, experience with REST APIs, and knowledge of ML Ops tools.
   
   
 * Mindset: A passion for leveraging AI/ML to solve complex, real-world problems.
   
   
 * Collaboration: A team player who thrives in a dynamic, fast-paced environment.
   
   
 * Drive: A hunger for learning, improving, and delivering exceptional results.
   
   
 * Focus: A commitment to building practical, scalable systems that deliver measurable impact.
   
   


Why join us?


   
   
 * Impact: Contribute to sustainable solutions that redefine waste management.
   
   
 * Culture: Be part of an ambitious, international team in Berlin.
   
   
 * Collaboration First: We prioritize in-person teamwork to foster creativity and innovation.
   
   
 * Growth Opportunities: Shape the future of our AI/ML systems while growing your skills.","4252603365","Berlin, Berlin, Germany","2 weeks ago","2025-06-21","","Software Development","Machine Learning Engineer (Python, REST, ML Ops)"
"SÜDPACK Grootegast B.V."," * Südpack Verpackungen SE & Co. KG
 * Ochsenhausen
 * Berufserfahrung
   
   

Du brennst für Möglichkeiten, die sich durch AI ergeben und fuchst Dich gerne in die Entwicklung von entsprechenden Anwendungen ein? Dann suchen wir Dich als unseren neuen Artificial Intelligence Engineer (m/w/d) für unseren Standort in Ochsenhausen!

Deine Aufgaben


 * Von der Idee in die Praxis: Du prüfst die Anforderungen und Problemstellungen unserer Fachabteilungen auf technische Machbarkeit und planst, entwickelst und implementierst KI-Lösungen
 * Daten bilden die Basis: Du bereitest große Datenmengen aus verschiedensten Quellen auf, um damit KI-Modelle zu trainieren, optimieren und implementieren, während Du zeitgleich die Qualität der Daten und deren Nutzung durch die KI-Anwendungen im Blick behältst
 * Insights, die den Unterschied machen: Du führst explorative und statistische Datenanalysen durch, um wertvolle Erkenntnisse zu gewinnen
 * Am Zahn der Zeit: Deine Erkenntnisse aus Markt- und Datenanalysen stellst Du relevanten Stakeholdern zur Verfügung, prüfst neue technische Möglichkeiten kritisch und hinterfragst diese auf Tauglichkeit für unsere SÜDPACK-Praxis
   
   

Dein Profil


 * Du hast Dein Studium der (Wirtschafts-)Informatik, Mathematik, Statistik, Wirtschaftswissenschaften oder einem vergleichbaren Studiengang erfolgreich abgeschlossen
 * Du konntest bereits Berufserfahrung im Bereich Machine Learning/ Data Science sammeln und bist Experte im Umgang mit Python und SQL
 * Idealerweise kennst Du Dich auch mit Frontend-Entwicklung aus und bringst Erfahrung im Projektmanagement mit
 * Da unsere Unternehmenssprache neben Deutsch auch Englisch ist, setzen wir sehr gute Kenntnisse in beiden Sprachen voraus
 * Du zeichnest Dich durch ein sehr analytisches, lösungsorientiertes Denken aus und schaffst es auch komplexe Inhalte verständlich wiederzugeben dank Deiner sehr guten Kommunikationsskills
   
   

Unser Angebot

Gestalte gemeinsam mit uns die Zukunft von SÜDPACK und werde ein Teil unseres internationalen, familiengeführten Unternehmens.

Als SÜDPACK Mitarbeitender profitierst Du unter anderem von folgenden Benefits:


 * 30 Urlaubstage und zusätzliche Sonderurlaubstage, bspw. bei Geburt des Kindes
 * Gewinnbeteiligung und Jubiläumsprämien
 * Zuschuss zu den vermögenswirksamen Leistungen
 * Berufsunfähigkeitsversicherung mit Arbeitgeberzuschuss
 * Arbeitgeberfinanzierte betriebliche Altersvorsorge
 * Gleitzeitkonto und mobiles Arbeiten (wo möglich)
 * Individuelle Karriereplanung und Weiterbildungsangebote
 * Flache Hierarchien und schnelle Entscheidungswege
 * Betriebsarzt
 * Kantine (bezuschusst) und Frühstücksverkauf
 * Mitarbeiterrabatte bei regionalen und überregionalen Unternehmen
 * Online Sportkurse, Fitnessraum, Nordic Walking Gruppe, Kooperation mit JobRad und Wellpass
 * Firmenevents (z.B. Weihnachtsfeier, Sportveranstaltungen etc.)
 * Mitarbeitenden-App „MySÜDPACK“
 * Sonnige Dachterrasse
   
   

Bei Fragen zur Stelle oder zu unserem Unternehmen kannst Du uns gerne per E-Mail kontaktieren: bewerbung@suedpack.com.

Lust auf spannende Einblicke und tagesaktuelle Neuigkeiten von unserer SÜDPACK-Familie? Dann schaue gerne auf Instagram vorbei: @SÜDPACK_official

Über uns

Wir sind führender Hersteller von Hochleistungsfolien und Verpackungslösungen für die Lebensmittel-, Non-Food- und Medizingüterindustrie sowie von kundenindividuellen Compounds für technisch anspruchsvolle Anwendungsbereiche.

Als familiengeführtes, international agierendes Unternehmen mit Hauptsitz in Oberschwaben beschäftigen wir über 1.800 Mitarbeiter an neun Produktionsstandorten in Europa und den USA sowie an 20 Vertriebsstandorten.

Wir fühlen uns einer nachhaltigen Entwicklung verpflichtet und nehmen unsere Verantwortung als Arbeitgeber sowie gegenüber der Gesellschaft, der Umwelt und unserer Kunden wahr. Für unsere nachhaltigen Produktentwicklungen sowie auch für unser konsequentes Engagement hinsichtlich einer funktionierenden Kreislaufwirtschaft in der Kunststoffindustrie wurden wir bereits mehrfach ausgezeichnet.

Wir gehören zu den Besten unserer Branche. Um dauerhaft in der Spitzengruppe zu bleiben, investieren wir viel in die Weiterentwicklung unserer Mitarbeitenden und in die Ausbildung unserer Nachwuchskräfte. Wir freuen uns auf Deine Bewerbung über unsere Karriereseite mit Angaben zu Deiner Verfügbarkeit und Gehaltsvorstellung.

SÜDPACK setzt sich als Arbeitgeber für Chancengleichheit ein. Daher begrüßen wir Bewerbungen aller Menschen, unabhängig von Geschlecht, Alter, Nationalität, ethnischer und sozialer Herkunft, Religion, Behinderung, sexueller Orientierung oder jeglichen anderen gesetzlich geschützten Merkmalen.","4256067270","Ochsenhausen, Baden-Württemberg, Germany","1 month ago","2025-05-30","","Packaging and Containers Manufacturing","Artificial Intelligence Engineer (m/w/d)"
"taod Consulting GmbH","Du brennst für Data Science und Generative Artificial Intelligence? Dann werde Teil unseres Teams und entwickle dich mit uns zum Professional Data Scientist (m/w/d)!


Von Tag eins arbeitest du an echten Projekten, übernimmst Verantwortung und wächst an neuen Herausforderungen. Gemeinsam mit unseren erfahrenen Data Experts gestaltest du deine individuelle Lernreise – mit direkter Betreuung, regelmäßigem Feedback und einer klaren Roadmap in Richtung Professional Level.


Was dich erwartet? Ein spannender Mix aus Projektpraxis, maßgeschneiderter Weiterbildung und tiefem Know-how im Bereich Generative Artificial Intelligence.


Unser Antrieb: Mit modernster Technologie und kreativen Ideen das volle Potenzial von Daten nutzbar machen – für unsere Kunden und für deine persönliche Entwicklung. Gestalte deine Zukunft – become a dataful mind.


Aufgaben

   
   
 * Integration und Nutzung von GenAI: Setze Projekten um, die auf generativer KI basieren, um neue Datenquellen zu erschließen und einzigartige Lösungen im Bereich Advanced Analytics und Predictive Analytics zu entwickeln.
   
   
 * Entwicklung und Implementierung von AI-Modellen: Nutze führende Technologien im Cloud-Umfeld (wie z.B. Azure OpenAI), um transformative AI-Modelle zu entwickeln und einzusetzen.
   
   
 * Machine Learning im Big Data und Cloud Kontext: Integriere in deine Arbeit moderne Tools, wie z.B. Apache Spark, Databricks oder Azure Machine Learning Studio.
   
   
 * Übersetzung von Business-Anforderungen: Verstehe geschäftliche Anforderungen und übersetze diese in technische Spezifikationen, um präzise und wirkungsvolle AI-basierte Lösungen zu konzipieren.
   
   
 * Präsentation und Kommunikation von Lösungen: Bereite Ergebnisse auf, interpretiere sie und kommuniziere deine Lösungsansätze intern sowie gegenüber unseren Kunden.
   
   


Qualifikation

   
   
 * Abgeschlossenes Studium, vorzugsweise mit Schwerpunkt in einem quantitativen oder empirischen Bereich
   
   
 * Begeisterung für den Einsatz von GenAI zur Lösung komplexer Probleme
   
   
 * Erfahrung in Programmiersprachen wie Python oder R, und Interesse an der Weiterentwicklung in AI-spezifischen Frameworks und Tools
   
   
 * Hohe Affinität zu Zahlen, Datenanalysen und der Fähigkeit, komplexe Datenstrukturen zu verstehen und zu nutzen
   
   
 * Sehr gute Deutschkenntnisse und die Fähigkeit, komplexe Sachverhalte klar und verständlich zu präsentieren
   
   


Benefits

   
   
 * Die Data-Branche wächst und entwickelt sich immer weiter. Wir bleiben up-to-date, nutzen die neusten Technologien, evaluieren Trends und hinterfragen uns.
   
   
 * Ob im zuhause, in unseren stylischen Büros oder über eine Workation: Du entscheidest, wo du am produktivsten bist. Wir freuen uns trotzdem, dich regelmäßig auch persönlich zu sehen.
   
   
 * Jede Minute, die du investierst, wird direkt belohnt – durch vollen Überstundenausgleich und flexible Arbeitszeiten.
   
   
 * Übernehme in einem agilen Umfeld mit flachen Hierarchien, kurzen Entscheidungswegen und direkter Kommunikation schnell Verantwortung.
   
   
 * Ein Team aus neugierigen Köpfen: Viel Zeit und Raum für bezahlte Weiterbildungen und Zertifizierungen sowie regelmäßige Feedback- und Entwicklungsgespräche.
   
   
 * Sommertrips, legendäre Weihnachtsfeiern oder gemeinsame After-Work-Events. Hier erwartet dich das beste Team.
   
   
 * Wir bieten dir den Dienst von ""doQtor"", eine vergünstigte Urban Sports Mitgliedschaft sowie betriebliche Altersvorsorge.
   
   
 * Moderne Büros mit höhenverstellbaren Tischen, gemeinsame Pausen an der Playstation / Switch und Tischtennisplatte oder ein wenig Sport im eigenen Fitnessraum.
   
   


Und das war längst nicht alles! Den kompletten Überblick findest du auf unserer Karriereseite.


Interesse? Dann bewirb dich jetzt bei uns:


Um es einfach zu halten, verzichten wir gerne auf ein Anschreiben, denn wir brauchen von dir nur:


   
   
 * Deinen aktuellen Lebenslauf,
   
   
 * Dein gewünschtes Eintrittsdatum
   
   
 * Deine Gehaltsvorstellung
   
   
 * Und in einem Satz, was du von deinem Job bei taod erwartest.
   
   


Wir freuen uns auf deine Bewerbung! Bei Fragen kannst du dich gerne an Lea (+49 151 420 369 99) oder Jeannine (+49 151 420 378 87) wenden.


Schon gewusst? Auf unserem LinkedIn- und Instagramprofil geben wir dir noch mehr Insights aus unserem Arbeitsalltag.


Schwerbehinderte werden bei gleicher Eignung bevorzugt berücksichtigt.","4247979986","Cologne, North Rhine-Westphalia, Germany","3 weeks ago","2025-06-13","","Technology, Information and Media","Junior Data Scientist (m/w/d)"
"SGS","Company Description

BE THE CHANGE I BE SGS is for curious, passionate and committed people who are looking for stability, development opportunities and the chance to make a difference. The SGS Group is the world's leading testing, inspection and certification company. With more than 99,250 employees, we operate a network of more than 2,600 offices and laboratories.

The companies belonging to the SGS Group in Germany provide services that improve the lives of millions of people and make an important contribution to safer products in a networked society.

Job Description


 * responsibility for the conception, development and implementation of AI solutions for the sustainable optimization of business processes
 * strategic analysis and evaluation of existing structures to identify potential for automation, increased efficiency and data-driven decision support
 * technical consulting and operational support for the introduction of advanced AI technologies such as machine learning, natural language processing and generative AI
 * planning and implementation of workshops, training courses and training formats to establish AI competence within the organization
 * proactive cooperation with interdisciplinary teams, specialist departments and decision-makers for the successful implementation of innovative AI initiatives
   
   

Qualifications


 * degree in computer science, data science or comparable - focus on artificial intelligence or machine learning
 * multiple years of experience in the conception, implementation and scaling of AI projects in corporate contexts
 * strong expertise in Python as well as profound knowledge in the application of common machine learning and deep learning frameworks
 * strategic and analytical thinking paired with high problem-solving skills
 * excellent communication skills, professional attitude and the ability to communicate complex technical issues in an understandable way - within the team and to stakeholders and customers
   
   

Benefits

Additional Information


 * Flexible working hours
 * Opportunities for further training
 * Mobile working
 * Health offers
 * Germany ticket subsidy
 * Work bike
 * Company pension scheme
 * Special offers for shopping, gym, etc.
 * Diversity and inclusion as part of the corporate culture
   
   

These benefits vary slightly depending on location, position and business area.

We look forward to receiving your application!","4258020131","Hamburg, Hamburg, Germany","1 week ago","2025-06-26","","Retail Office Equipment, Consumer Services, and Oil and Gas","Senior AI Specialist (m/f/d)"
"THRYVE","Job Title: AI Specialist




About Us:

We are a team of 100+ specialists, innovators, and creative minds who have turned passion into profession. We develop open-source-driven software that challenges the status quo, aiming to shape the future with our customers through cutting-edge software and AI solutions. Leveraging state-of-the-art technologies and agile methods, we deliver intelligent, custom solutions that drive digitalization and keep our clients ahead in a fast-changing landscape. Our offerings include full-stack development, with flagship products like a chatbot for digital assistants and an integrated video platform for e-learning, alongside tailored software and AI engineering services.




Live Projects:

We're launching the Sparkassen-KIPilot—a cutting-edge AI assistant that boosts productivity by automating tasks, analyzing data, and generating customer communications for Sparkassen employees.




Key Responsibilities:

 * In cooperation with our highly qualified AI team, you will develop AI solutions for our in-house products as well as for individual customer requests
 * Variety is particularly important to you? With us, you get the perfect mix of DevOps, Python backend and machine learning
 * Our primary focus is on NLP (Natural Language Processing), especially LLMs (Large Language Models), as well as other exciting topics such as computer vision
 * In order for us to become even better together, regular exchange with the AI team, our other engineering teams and stakeholders is part of our daily business
 * The preparation and processing of large amounts of data will also be part of your tasks
 * Finally, of course, your creative streak should not be neglected. Therefore, we are happy to receive ideas and solutions developed independently and in a team




What You Bring:

 * Degree in (business) informatics or related field.
 * Experience as a software or AI engineer with an interest in project management.
 * Strong organizational skills, attention to detail, and reliability.
 * Fluent in German and English.




What We Offer:

 * Training: Continuous learning and professional development opportunities.
 * Flexible Working Hours: Work at times that suit you best.
 * Mobile Working: Choose between working on campus or from home.

","4251927773","Germany","2 weeks ago","2025-06-19","","IT Services and IT Consulting, Software Development, and Financial Services","Artificial Intelligence Specialist"
"Impossible Cloud","BUILD THE NEXT GENERATION OF THE INTERNET

At Impossible Cloud, we’re redefining cloud storage. As a European provider, we offer enterprise-grade, S3-compatible object storage that’s faster, more cost-efficient, and free from hyperscaler lock-ins.

Built to challenge the dominance of centralized providers, our solution delivers high-performance cloud storage with transparent pricing and real data sovereignty — all from our HQ in Hamburg.

Find out more about us here.

TL;DR: As a Founder's Associate at Impossible Cloud, you will work side-by-side with our founders, providing critical administrative and strategic business support. This is a once-in-a-lifetime opportunity to join a category-defining company that’s on a mission to outcompete AWS and reshape the cloud industry from the ground up.

What You Will Do


 * Ownership: Own and execute a variety of workstreams and take ownership of high-priority tasks, moving quickly and efficiently to get things done
 * Strategic Collaboration: Work hand-in-hand with the founders on strategic, operational, and financial initiatives
 * Act as a multiplier: Extend the impact of the founders so they can be in three places at once
 * Stakeholder Communication: Ensure clear and effective communication with the team and with external partners, such as lawyers and notaries, ensuring important information is delivered clearly and promptly, both internally and externally
 * AI Enablement: Embrace AI, assisting with researching and implementing cutting-edge AI tools across departments to increase company-wide efficiency
   
   
   
   
   

What You Bring


 * A True Self-Starter with Intrinsic Motivation: You don't wait to be told what to do. You actively seek out opportunities to contribute, identify problems, and propose solutions. Your motivation comes from within, fueled by a genuine passion for building and achieving
 * Proactive Approach: You work independently, are solution-oriented, and maintain a clear head even in high-pressure situations
 * Hands-on Mentality: You’re ready to jump in where needed and provide flexible support for a variety of tasks
 * Education: Achieved Bachelor’s or Master’s level education with top marks
 * Experience: 1-3 years of experience within a similar role; you have a proven track record of working closely with founders in a dynamic and fast paced start-up environment.
 * Additional Requirements: You are fluent in German (C1 level) and English (C1 level)
   
   
   
   
   

What We Offer


 * Competitive salary coupled with direct engagement in your success through an enticing ESOP
 * Ideal company stage with established initial revenue and a distinctive edge in the cloud industry leading to fast growth opportunities
 * Collaboration with experienced, passionate, and supportive colleagues, leveraging cutting-edge technology in the cloud industry
 * Fantastic office situated in a trendy location with access to complimentary healthy brain food and a subsidized premium gym membership
 * Monthly collaborative meet-up weeks featuring team events
 * Submit your application (at least a complete resume) via the application form
 * We will review your application promptly and provide feedback within a few days. If your application closely matches our requirements, we will invite you to an initial meeting via Google Meet
 * As the next potential step, we will initiate further discussions via video and in person on-site with the founders
 * After a successful interview process, you can expect an offer and feedback conversation, followed by a written offer document
   
   
   
   ","4240643362","Hamburg, Hamburg, Germany","1 month ago","2025-05-30","","Hospitality, Food and Beverage Services, and Retail","Founder's Associate"
